cve_muni,entidad,municipio,ic_rezedu_porcentaje,ic_asalud_porcentaje,ic_segsoc_porcentaje,ic_cv_porcentaje,ic_sbv_porcentaje,ic_ali_porcentaje
12065,Guerrero,Tlalixtaquilla de Maldonado,38.9788110653,13.1989405533,88.2430841672,22.4838140082,79.1789287816,44.6439081813
12066,Guerrero,Tlapa de Comonfort,25.704522785199998,16.2829672059,85.8311750326,31.471800264,64.9769273068,47.5478798726
12067,Guerrero,Tlapehuala,26.8132669892,26.4606563893,80.080634141,34.3903717453,50.0655733117,47.1179398632
12068,Guerrero,La Unión de Isidoro Montes de Oca,34.269953612,20.9434238253,78.8889102144,35.7432552306,73.1224399174,47.2738469319
12069,Guerrero,Xalpatláhuac,45.4053549771,9.944957552,89.3460210841,48.1761358336,94.0759399198,29.1911558914
12070,Guerrero,Xochihuehuetlán,38.7405159332,3.3990895296,85.4779969651,24.248861912,67.8300455235,23.0500758725
12071,Guerrero,Xochistlahuaca,46.7365873336,9.4554255748,92.3315853167,50.4719645018,91.4441306979,39.4917305365
12072,Guerrero,Zapotitlán Tablas,38.7451680048,3.3105362276,93.4086629002,58.3903260977,88.1455050055,56.913470116
12073,Guerrero,Zirándaro,41.3440252632,38.5983931114,86.4104975347,36.7849269399,60.5956385934,31.0969268872
12074,Guerrero,Zitlala,32.7721371475,9.9850810326,87.976938128,42.1105807604,91.5888599952,30.4061172232
12075,Guerrero,Eduardo Neri,27.8061481475,15.07734945,80.5701173471,33.2695306491,59.4680424482,37.6471773741
12076,Guerrero,Acatepec,33.0853836862,7.0792803103,95.565515926,65.2584398245,91.1818933181,27.9229448789
12077,Guerrero,Marquelia,27.2045179508,14.885034288,82.9850746269,45.0907624042,59.2012908431,44.8810004034
12078,Guerrero,Cochoapa el Grande,50.5978715772,13.470046634,89.0589501375,77.7352624656,95.3306229822,45.6534736339
12079,Guerrero,José Joaquin de Herrera,43.6247252037,9.7116255011,94.5105392474,65.9963791543,87.2041898358,12.8346049399
12080,Guerrero,Juchitán,35.371446041,18.4500152858,84.8822989911,49.1287068175,73.9834912871,42.8309385509
12081,Guerrero,Iliatenco,15.7969940971,18.8641703469,85.1837836465,39.0112578023,85.2868059307,28.2569050162
13001,Hidalgo,Acatlán,29.9616192817,20.4130662274,88.4096192537,7.4501620289,39.4444760377,22.6319273482
13002,Hidalgo,Acaxochitlán,33.77113597,19.866979419,91.3090549759,28.6282363214,57.4639477224,24.7079124857
13003,Hidalgo,Actopan,13.3140184337,22.6384629477,76.7353844583,6.8244218272,11.1124060405,16.2473454594
13004,Hidalgo,Agua Blanca de Iturbide,28.7779237845,19.9976107992,84.9360888783,11.8623820332,26.5320750209,22.3987576156
13005,Hidalgo,Ajacuba,19.8014783888,16.262691228,67.8367651708,7.020491443,12.2318501923,16.1717186812
13006,Hidalgo,Alfajayucan,23.519701278,21.3457040511,85.0784563979,7.9346137005,52.5114308106,34.2915856957
13007,Hidalgo,Almoloya,17.1974116168,10.881171393,78.7463032796,9.3557570145,13.7481042047,17.1743031919
13008,Hidalgo,Apan,14.9940556134,18.0538845584,65.9853809579,5.4330807646,4.6973505568,16.0522946587
13009,Hidalgo,El Arenal,14.4013886947,15.6989064491,83.1246762845,7.7649007057,17.1086951101,15.9222136283
13010,Hidalgo,Atitalaquia,13.4878150245,17.3766820242,55.3769334779,4.9647850467,5.9023061018,15.9792590521
13011,Hidalgo,Atlapexco,25.1668210652,8.5617733427,77.559400707,21.7119513984,81.9786655192,31.5271655384
13029,Hidalgo,Huichapan,19.0086255856,16.5737478972,72.6470929665,7.298969427,24.2455135878,17.5582221088
13012,Hidalgo,Atotonilco el Grande,24.6455851787,12.6319293475,84.6340819889,7.4588651874,35.721411206,23.8235738586
13013,Hidalgo,Atotonilco de Tula,13.1406100869,19.9295974699,49.8427233033,4.818162402,6.1735203725,19.8800932175
13014,Hidalgo,Calnali,33.3099569015,7.5851244587,77.9250174272,18.9455193911,52.6273229587,23.3499619201
13015,Hidalgo,Cardonal,20.4750389384,15.569150255,83.1480762309,9.891021101,42.8871320024,32.2826701577
13016,Hidalgo,Cuautepec de Hinojosa,24.636222342700002,24.6823008316,79.0894333685,9.7643238483,19.7047565078,20.9692947934
13017,Hidalgo,Chapantongo,26.1889983213,16.3447683096,84.9436989736,8.4183275421,48.6094253573,26.6039336691
13018,Hidalgo,Chapulhuacán,31.0388544358,10.4258785697,85.7609941555,14.7036847503,62.635083224,25.9014778352
13019,Hidalgo,Chilcuautla,17.9411124942,23.4575970431,82.0439050771,9.582396034,38.8897639176,38.6904709992
13020,Hidalgo,Eloxochitlán,25.549836219,7.1127749181,77.3514272344,11.7922321011,30.2760879738,22.8357510529
13021,Hidalgo,Emiliano Zapata,11.9362381088,16.8625897782,55.6178386901,4.7237792119,2.6011301045,20.6933706936
13022,Hidalgo,Epazoyucan,14.7687979109,12.7563472976,70.9882055339,3.8286682007,7.724293606,13.7470865277
13023,Hidalgo,Francisco I. Madero,13.9004448409,18.6174100044,69.9615618852,6.0975786542,12.2413179593,18.0713617473
13024,Hidalgo,Huasca de Ocampo,26.1068675669,14.1607991238,85.8106612955,6.9720436116,34.8399117487,19.4144130882
13025,Hidalgo,Huautla,26.726974848,7.7153293179,75.2247788496,25.9270944133,88.0170518517,20.8337832593
13026,Hidalgo,Huazalingo,21.2240409049,5.3803311413,93.4390901123,26.6860324327,86.6634614489,19.9121230268
13027,Hidalgo,Huehuetla,38.1081389809,9.6582083768,88.0399096075,25.2261756794,80.901300424,35.5023684552
13028,Hidalgo,Huejutla de Reyes,14.4405028313,18.4417801525,73.6084569861,21.7074658519,52.1149033815,28.3436928769
13030,Hidalgo,Ixmiquilpan,16.3912737999,19.7255244525,76.7112288158,8.9132193964,24.7622660288,32.897176466
13031,Hidalgo,Jacala de Ledezma,30.3089059792,6.4940931786,77.9674029113,7.6599865641,49.839867499,14.8637338063
13032,Hidalgo,Jaltocán,15.6645934831,10.1478472117,81.9039486221,25.0898345906,66.329785479,29.6766756857
13033,Hidalgo,Juárez Hidalgo,30.2176239743,10.2747056725,79.9857295755,5.6368176953,24.1170174813,22.8683553336
13034,Hidalgo,Lolotla,25.0801084545,9.4158245009,83.1895489278,25.7333004683,56.7291101799,34.348040424
13035,Hidalgo,Metepec,23.5725123474,32.343381975,84.0776121307,7.8752693408,31.3484457803,15.2570504621
13036,Hidalgo,San Agustín Metzquititlán,23.0169646951,18.1224209078,79.046309032600007,9.8922512609,30.6969280147,24.1632278771
13037,Hidalgo,Metztitlán,27.6473119859,14.9657228279,83.0875183992,12.4551217197,40.6097954271,24.8864305924
13038,Hidalgo,Mineral del Chico,23.8962681847,9.1587602783,83.5547122075,11.3598987982,29.0575585073,21.3662239089
13039,Hidalgo,Mineral del Monte,12.3286686286,14.7219215336,66.4760162363,5.8287213247,13.5742256895,9.9038242079
13040,Hidalgo,La Misión,37.4486345292,6.9010176912,85.6422470017,17.8716340605,74.2859804118,23.1635091882
13041,Hidalgo,Mixquiahuala de Juárez,15.0720161648,21.9031765242,71.9145037795,6.4824350577,11.7466457446,22.6279057739
13042,Hidalgo,Molango de Escamilla,21.7512790385,10.3982357862,76.6972811848,9.7586569574,34.4013465849,15.6992733805
13043,Hidalgo,Nicolás Flores,24.8302136823,15.3387444095,82.3090939208,9.640549942,61.2058969687,22.610568163
13044,Hidalgo,Nopala de Villagrán,23.7073422842,14.5235733136,80.8452896079,5.8257846026,36.0557225901,23.3112830699
13045,Hidalgo,Omitlán de Juárez,21.875,9.3189964158,83.5797491039,8.8149641577,39.3481182796,22.5582437276
13046,Hidalgo,San Felipe Orizatlán,18.8012562443,7.453267226,87.9703740237,21.7529274501,66.6078361084,25.9698838986
13047,Hidalgo,Pacula,37.8594249201,8.785942492,82.7704244637,13.6010953902,57.3938840712,14.8562300319
13048,Hidalgo,Pachuca de Soto,9.2214912626,21.4018446104,52.9126828269,3.6251465196,4.683377034,13.6504381709
13049,Hidalgo,Pisaflores,30.3246836792,7.1776567256,89.438864128,17.2305573482,77.2907874509,19.6505459673
13050,Hidalgo,Progreso de Obregón,12.67561951,24.4674887703,69.2535301717,7.5915061778,6.5990879085,18.8799519237
13051,Hidalgo,Mineral de la Reforma,8.4712911845,19.3589444417,50.4940328077,3.0543715219,3.1592454392,14.9592366677
13052,Hidalgo,San Agustín Tlaxiaca,16.3089006768,20.6660271772,74.9198114123,6.9576986232,16.1794264784,18.323363735
13053,Hidalgo,San Bartolo Tutotepec,37.3450801623,4.0849434977,84.6160779272,30.3179938978,53.1896276615,25.464324469
13054,Hidalgo,San Salvador,13.613918637,13.3737026759,80.3043187226,6.6392723206,25.0913949083,29.8012127344
13055,Hidalgo,Santiago de Anaya,15.4355086744,11.7148284336,85.6213091108,7.7704869961,28.3618191588,29.9458644336
13056,Hidalgo,Santiago Tulantepec de Lugo Guerrero,16.4426728777,29.5855715827,66.3721939962,4.8768451271,15.4578413756,17.2077936354
13057,Hidalgo,Singuilucan,25.3236009898,23.5269503414,83.4604315725,7.5017759269,22.8899922469,20.1641132139
13058,Hidalgo,Tasquillo,22.0320088346,23.3116002812,80.3548780267,9.6155259931,43.7070426334,32.2158209218
13059,Hidalgo,Tecozautla,24.3709341398,11.5302087045,87.8706752494,11.2142292789,42.0686234873,23.4420268013
13060,Hidalgo,Tenango de Doria,31.1411204695,5.7637646175,85.5264892766,15.1711671657,52.4427399673,27.7760822951
13061,Hidalgo,Tepeapulco,11.7318089882,18.6291534615,46.6306107916,4.2544807178,4.6570613783,17.7717507229
13062,Hidalgo,Tepehuacán de Guerrero,34.7640747299,7.3952236908,91.1758425929,26.8038942546,78.5618777875,32.6351248201
13063,Hidalgo,Tepeji del Río de Ocampo,15.5525885469,16.1323068071,45.5350870201,6.6355826312,16.3186924096,20.2017908143
13064,Hidalgo,Tepetitlán,17.2385545054,18.3760485597,73.410684621,6.6386812805,24.9333900232,19.4556615512
13065,Hidalgo,Tetepango,16.7001650628,17.6844878456,71.7909001216,5.8184631794,13.8986414521,22.9258504541
13066,Hidalgo,Villa de Tezontepec,15.4991935738,25.6682906821,83.7266867955,6.759136904,5.3061770081,11.3854497969
13067,Hidalgo,Tezontepec de Aldama,16.7804355319,19.1913867804,77.7983930139,8.9899014093,21.5805459017,27.422322759
13068,Hidalgo,Tianguistengo,36.5375040921,15.4339428186,81.2400924688,23.6242075773,60.6466606551,33.6557384965
13069,Hidalgo,Tizayuca,10.8489604196,21.9630465484,49.2083157549,6.1165695876,2.1333088736,20.7464862969
13070,Hidalgo,Tlahuelilpan,16.2689177186,25.4315799665,70.9576217686,9.3342081284,10.4685707373,23.9303889286
13071,Hidalgo,Tlahuiltepa,38.5175929658,8.4270957276,77.5450556298,8.8838372205,48.9102456803,17.7173874386
13072,Hidalgo,Tlanalapa,10.8421455088,8.9962618433,48.0579532363,3.012044273,5.1137059249,17.9273487158
13073,Hidalgo,Tlanchinol,26.9867206091,4.3156968659,87.3008284542,30.908273661,68.8823153164,26.6345724515
13074,Hidalgo,Tlaxcoapan,15.8657362596,19.1590574413,72.390762273000007,8.2215341666,6.3212394284,19.4041792247
13075,Hidalgo,Tolcayuca,12.851326769,17.3964704238,62.5274861022,7.0707304086,2.5656040249,19.6062855595
13076,Hidalgo,Tula de Allende,12.5022884121,15.6955479135,52.0665145461,3.9949645405,13.8605538999,19.7167829386
13077,Hidalgo,Tulancingo de Bravo,16.9415598267,29.6777440864,70.8913403644,7.1307825533,8.2153098742,20.4885049262
13078,Hidalgo,Xochiatipan,33.0890543472,5.3585038401,70.0592132262,35.9090109632,93.2872134607,48.1561822126
13079,Hidalgo,Xochicoatlán,25.213918996,8.9275527667,77.6953793497,13.6195094124,42.8836280662,13.961779806
13080,Hidalgo,Yahualica,34.3014724841,6.329166298,88.6476724303,29.0186067484,88.8212414092,26.9919548486
14014,Jalisco,Atoyac,31.2778904665,9.1954022989,75.2400270453,16.2001352265,22.6910074375,18.7018255578
13081,Hidalgo,Zacualtipán de Ángeles,20.1615405056,25.525725588,70.8491379142,12.9231305944,17.0986801634,21.8030395746
13082,Hidalgo,Zapotlán de Juárez,14.7336662546,18.1334496822,74.6208132295,7.3537758517,5.7306788897,21.2610726913
13083,Hidalgo,Zempoala,13.2294509331,22.187911968,63.5394396937,6.5200599124,8.4929188625,23.9286901373
13084,Hidalgo,Zimapán,19.9141353604,23.2591386625,72.44810198,7.1758410156,33.1583874092,15.1973426079
14001,Jalisco,Acatic,35.632547713,16.8315940488,62.0423094696,5.4940321388,19.4237301815,11.2023954863
14002,Jalisco,Acatlán de Juárez,20.0924319659,11.1003590226,32.743513129,4.7469909964,11.15598864,10.3685770214
14003,Jalisco,Ahualulco de Mercado,16.0893506235,12.6181685089,46.7130607577,5.1050117267,8.895236346,12.577813134
14004,Jalisco,Amacueca,21.9228413962,14.2682180037,78.6487038171,9.9408042458,21.2288222086,15.8603796693
14005,Jalisco,Amatitán,17.558572296,18.184020655,55.3301677883,4.9321463561,14.0647326926,12.8839429267
14006,Jalisco,Ameca,20.9972236468,12.9981832039,60.4948238131,6.1097729027,20.4541978694,14.5596635726
14007,Jalisco,San Juanito de Escobedo,20.6121973929,5.8310055866,60.1024208566,7.3091247672,7.0647113594,15.8286778399
14008,Jalisco,Arandas,30.0470490251,22.5547473763,68.0338910056,3.6519151441,10.3622246127,8.809798368
14009,Jalisco,El Arenal,19.6691984652,11.922291523,59.743672974,6.0224055393,5.9694622317,7.6130844396
14010,Jalisco,Atemajac de Brizuela,30.0193900934,7.8794288736,87.3964392738,22.4219989424,17.9975321699,34.3204653622
14011,Jalisco,Atengo,29.8057867618,9.1954022989,81.0939357907,16.5081252477,44.3519619501,20.293301625
14012,Jalisco,Atenguillo,25.2975366731,16.2745640742,73.8721284251,5.1757542209,12.8978688071,11.3202324938
14013,Jalisco,Atotonilco el Alto,29.7116723785,10.0552970343,66.92338482,5.8192068067,10.668592687,7.8504566626
14015,Jalisco,Autlán de Navarro,18.9435104595,12.8021387936,51.5566783574,12.0431084567,14.4780502953,19.5679547129
14016,Jalisco,Ayotlán,35.3588920119,27.2627207123,79.890338754,7.6956371636,13.4124249197,15.3991397811
14017,Jalisco,Ayutla,26.264506394,13.1163812696,78.2168470144,7.6862519866,31.9418474829,17.7629212126
14018,Jalisco,La Barca,24.5254901039,13.2558716138,67.2933037653,6.6705731348,5.3155726131,17.708574022
14019,Jalisco,Bolaños,34.2900302115,5.4380664653,76.518966096,42.8331654918,59.53340047,20.4095334005
14020,Jalisco,Cabo Corrientes,26.3670364523,11.7673238073,73.0761446126,19.7051132261,40.0329679055,19.0142589923
14021,Jalisco,Casimiro Castillo,26.9831805749,8.9599011157,57.3111243686,15.2790913697,20.647773675,18.6822886278
14022,Jalisco,Cihuatlán,28.4290938849,15.6475975759,74.3432136917,19.451212194,19.5496340328,20.6095871528
14023,Jalisco,Zapotlán el Grande,16.2295526094,11.3227082254,38.6819169932,7.1943676881,2.6325043441,14.3165515334
14024,Jalisco,Cocula,20.9777867439,10.6167180263,66.6465385248,6.067283911,12.2494220259,13.2590754636
14025,Jalisco,Colotlán,19.9455560217,10.032744041,67.0400078978,2.8352426614,4.7524591285,9.6723055636
14026,Jalisco,Concepción de Buenos Aires,31.6995768688,13.6459802539,82.4400564175,8.4802538787,13.134696756,13.7870239774
14027,Jalisco,Cuautitlán de García Barragán,33.4416585233,4.4673178123,86.6833756146,37.890250277,71.8928010472,33.270168566
14028,Jalisco,Cuautla,29.6102385108,10.6457242583,79.6393251891,4.7702152414,20.4770215241,12.9144851658
14029,Jalisco,Cuquío,36.4745616788,14.5903226217,83.9705985512,4.7651123718,40.9972144695,12.6737777692
14030,Jalisco,Chapala,20.2644831465,26.6050889248,58.6000282037,9.6154549338,4.4282035241,12.7819329714
14031,Jalisco,Chimaltitán,35.0443599493,4.6577946768,84.6324461343,19.7401774398,38.7515842839,24.1128010139
14032,Jalisco,Chiquilistlán,26.0663507109,11.5931461903,82.7743346701,18.1006197594,56.762668611,21.2541013489
14033,Jalisco,Degollado,37.5821203454,30.5986608275,80.7647940242,6.6466519401,35.9215555785,8.7113879463
14034,Jalisco,Ejutla,29.0780141844,6.0283687943,76.7730496454,4.3735224586,18.2033096927,11.2884160757
14035,Jalisco,Encarnación de Díaz,31.4781270501,16.7335284035,76.3411408696,4.3107706752,16.4096803615,10.8118990226
14036,Jalisco,Etzatlán,16.8306477982,11.232976542,63.7466006191,6.6891385652,12.2654607776,11.6068505865
14037,Jalisco,El Grullo,19.998141977,13.6643609644,62.8240582691,8.4319983011,9.362979831,10.4942583648
14038,Jalisco,Guachinango,26.3794009459,9.8528638991,75.3547031004,7.1203363111,27.4829217026,12.795585917
14039,Jalisco,Guadalajara,11.7519697661,20.0754832175,39.0933333492,3.2678820197,1.2148215964,13.4212377136
14040,Jalisco,Hostotipaquillo,28.6155884301,8.0591742106,83.7822918967,12.9498785604,31.4307794215,27.4011923162
14041,Jalisco,Huejúcar,27.6668683202,16.8784029038,75.0756200847,6.1705989111,8.6509376891,13.3494656181
14042,Jalisco,Huejuquilla el Alto,31.1503267974,8.0522875817,79.6078431373,12.9150326797,24.5098039216,26.0784313725
14043,Jalisco,La Huerta,27.7160262214,9.961761952,74.06247545,12.2383961724,28.9223345487,24.1990222487
14044,Jalisco,Ixtlahuacán de los Membrillos,16.1776555034,18.3753724797,41.5297830816,10.0770694151,3.1729221161,13.4246416802
14045,Jalisco,Ixtlahuacán del Río,35.0893337743,18.2518106069,80.5727100321,8.7439237452,37.4181431292,9.6856457967
14046,Jalisco,Jalostotitlán,31.0400131044,25.7157110631,70.351190505899993,6.2407635971,17.7455774899,9.5027012915
14047,Jalisco,Jamay,25.6771981693,14.795578844,62.4419963901,9.4445781993,5.9148675319,17.7181378202
14048,Jalisco,Jesús María,42.5026880058,33.1701407746,70.0893856739,6.0301871256,18.3514435091,12.7252047323
14066,Jalisco,Poncitlán,29.1283118247,14.5943846917,61.2608863764,23.5267004167,35.9650776987,20.2749360566
14049,Jalisco,Jilotlán de los Dolores,39.5302013423,13.4340044743,89.5749440716,18.3445190157,34.3064876957,16.163310962
14050,Jalisco,Jocotepec,32.093561333,24.0712113811,73.6887692019,18.4724811011,14.0208177278,20.0958405412
14051,Jalisco,Juanacatlán,15.2947836653,13.1308485136,35.1504780461,4.9417346085,6.024242018,10.5475356185
14052,Jalisco,Juchitlán,24.4540662651,18.8253012048,79.2921686747,9.8456325301,21.6679216867,12.7259036145
14053,Jalisco,Lagos de Moreno,26.1228712182,13.3723660754,50.8345042099,8.1641587062,17.7365712729,13.6590690084
14054,Jalisco,El Limón,24.5291283399,8.4099868594,58.7604029785,4.8401226456,8.782303986,13.5567236093
14055,Jalisco,Magdalena,23.143815773,9.1960650922,69.8466170748,7.7593840801,15.7738436388,16.0434914905
14056,Jalisco,Santa María del Oro,42.0034149118,4.9516220831,83.2100170746,20.546385885,42.2879908936,52.5327262379
14057,Jalisco,La Manzanilla de la Paz,25.9936176385,17.8706121265,77.6037133739,4.2355671598,16.8552364375,12.0394545982
14058,Jalisco,Mascota,21.4550312959,10.94324976,73.1788099231,4.5515469123,16.9744709836,9.4412912096
14059,Jalisco,Mazamitla,27.8974659519,17.1801454621,80.7777205874,13.0108949364,33.2190446009,16.765703861
14060,Jalisco,Mexticacán,32.0950622981,12.7365020766,80.9413936317,3.2302722658,6.8758652515,10.5214582372
14061,Jalisco,Mezquitic,43.7783832879,10.0493058259,88.7699493967,51.7581419489,68.3015440509,43.4280524199
14062,Jalisco,Mixtlán,25.0618811881,8.353960396,78.2487623762,11.2933168317,20.9467821782,9.1893564356
14063,Jalisco,Ocotlán,21.3466362213,17.6402536833,38.0640843285,7.3921268419,10.5877793302,14.5136082118
14064,Jalisco,Ojuelos de Jalisco,28.6433675511,7.6680493528,78.6954550908,9.9426433851,27.2606628855,15.1561485779
14065,Jalisco,Pihuamo,38.4018391558,10.1299908766,69.3911547126,11.3969119011,39.5248549821,22.0117973213
14067,Jalisco,Puerto Vallarta,14.3153581525,16.7714233525,40.6861383789,11.6966110896,6.0458766434,13.1809458486
14068,Jalisco,Villa Purificación,34.54960291,10.8658683603,81.8137864124,12.4043495471,34.7230211594,23.4317756858
14069,Jalisco,Quitupan,42.9971988796,20.5462184874,82.4089635854,10.4621848739,32.8011204482,24.0336134454
14070,Jalisco,El Salto,18.4409526457,18.2032128201,40.4465162989,12.1101771191,13.0310297696,18.330642903
14071,Jalisco,San Cristóbal de la Barranca,33.8541666667,9.5486111111,85.2430555556,11.5277777778,31.5625,18.0555555556
14072,Jalisco,San Diego de Alejandría,33.5014836795,12.0623145401,74.762611276,6.7804154303,13.6646884273,20.0148367953
14073,Jalisco,San Juan de los Lagos,31.7651318381,17.6707060563,67.6602354612,6.0845860197,19.0282303148,5.579801874
14074,Jalisco,San Julián,32.6313257857,21.6672323722,77.5748988877,3.1643271161,7.5885781766,7.3874462278
14075,Jalisco,San Marcos,17.6865046102,8.0748812517,73.2327465773,10.5616093881,10.6733724504,24.9790444258
14076,Jalisco,San Martín de Bolaños,31.0882665721,4.9982275789,63.5590216235,13.1159163417,19.8865650479,6.4516129032
14077,Jalisco,San Martín Hidalgo,22.3946604451,15.6016287553,67.0344755136,4.2579718725,13.9655125354,13.5024592232
14078,Jalisco,San Miguel el Alto,33.4447789755,22.3463310576,66.2790304771,4.7195250725,14.6887477469,9.2690011127
14079,Jalisco,Gómez Farías,27.655455538,11.3787702045,58.5164009973,17.4426141529,26.7453255465,11.6142943146
14080,Jalisco,San Sebastián del Oeste,27.4841017488,5.8028616852,79.9483306836,7.1144674086,28.9149443561,24.6025437202
14081,Jalisco,Santa María de los Ángeles,34.8922177567,7.7457069784,76.7994154183,4.7497259773,10.9974424552,11.0339788089
14082,Jalisco,Sayula,20.1066262533,11.9444859656,60.7871102906,12.2122136386,10.0610315986,14.754149814
14083,Jalisco,Tala,21.0528072917,13.4306972629,34.5472964741,4.9020146265,5.7237198701,16.8461993947
14084,Jalisco,Talpa de Allende,24.3541685911,11.4839765266,78.7134291444,7.7131721139,25.1251608935,11.281705976
14085,Jalisco,Tamazula de Gordiano,28.5802562439,7.4857817361,53.8157134415,5.2248673524000004,19.0025066834,14.4512861554
14086,Jalisco,Tapalpa,31.8213620524,10.7753705632,82.6789742003,13.4512598061,34.3453507098,10.436544733
14087,Jalisco,Tecalitlán,32.4260450743,8.0968134658,67.0241359252,12.1220525788,24.7160266329,11.0958160165
14088,Jalisco,Tecolotlán,20.2215380067,11.4098586024,67.5413618421,7.0233127668,26.4272604294,12.9405583948
14089,Jalisco,Techaluta de Montenegro,22.8563151796,6.4889918888,75.8400926999,10.16801854,21.1761297798,18.1633835458
14090,Jalisco,Tenamaxtlán,23.1857031857,10.6604506605,76.3014763015,6.4957264957,15.3069153069,21.7404817405
14091,Jalisco,Teocaltiche,30.803764344,17.0041674054,79.6704653491,6.5430909989,22.7829892885,6.2412983679
14092,Jalisco,Teocuitatlán de Corona,31.6724356103,9.7877365506,79.452749097,10.935110135,50.1694578814,21.8120166304
14093,Jalisco,Tepatitlán de Morelos,26.378823707,16.8704918564,46.8651926432,3.2613343577,5.6767380351,9.149956871
14094,Jalisco,Tequila,20.1207343635,17.3065417071,56.9767159672,10.9275924994,16.964506839,16.6482485472
14095,Jalisco,Teuchitlán,21.7805151176,10.7166853303,53.8633818589,3.5610302352,7.4468085106,12.7995520717
14096,Jalisco,Tizapán el Alto,30.8852014481,21.4054409565,78.1766368085,8.4226780466,23.3822323415,20.9151839771
14097,Jalisco,Tlajomulco de Zúñiga,15.7644881836,16.0335125359,36.7789146219,6.6523921406,4.292516997,22.5597129477
14098,Jalisco,Tlaquepaque,17.4112760079,19.3483956266,39.3241239993,7.8837719958,6.1989228339,17.7852964885
14099,Jalisco,Tolimán,30.5651549555,8.5374340164,80.2485769762,21.565299481,67.910064536,27.3529676058
14100,Jalisco,Tomatlán,30.3736705414,9.3405867417,82.5511542724,18.7338016243,36.3765367584,18.147340121
14101,Jalisco,Tonalá,16.7438015977,21.0219739496,46.5637916679,9.5112536318,8.0203251531,18.7943794495
14102,Jalisco,Tonaya,26.9315673289,10.9773228979,63.0744531407,9.1711820189,16.4760184628,14.7501505117
14103,Jalisco,Tonila,22.6844470213,8.0156544427,54.4716625598,7.4503551239,9.7260472532,28.5113784606
14104,Jalisco,Totatiche,28.437724982,12.0710343173,74.7060235181,3.0477561795,11.8070554356,13.1989440845
14105,Jalisco,Tototlán,30.5100069453,15.5191038018,69.9061521092,6.4623002283,16.0027301727,9.9379105662
14106,Jalisco,Tuxcacuesco,34.506302521,5.6985294118,74.0283613445,12.5525210084,32.5892857143,7.2741596639
14107,Jalisco,Tuxcueca,24.920466596,17.5503711559,74.8497702368,9.915164369,10.1095793567,19.1410392365
14108,Jalisco,Tuxpan,21.8316848155,14.608815895,55.2774354765,12.0840169867,24.1298954212,13.9813152293
14109,Jalisco,Unión de San Antonio,36.3008607405,18.665186877,71.83284335,8.2639240804,38.3161978324,11.2370370232
14110,Jalisco,Unión de Tula,21.9275568333,13.4795173491,68.7066315548,6.4524570485,23.423128943,14.1708648081
14111,Jalisco,Valle de Guadalupe,26.728553137,17.7656850192,57.6824583867,3.681177977,6.2580025608,3.457106274
14112,Jalisco,Valle de Juárez,28.2764616388,26.2551619213,84.8293849163,5.4770702021,10.4977178874,12.6928928494
14113,Jalisco,San Gabriel,26.3412722366,9.7211979307,65.0603386567,17.1414217827,37.9678590013,10.8979324479
14114,Jalisco,Villa Corona,27.1925642396,10.5486053842,57.8976217837,7.1289184025,12.8557431235,11.7798916638
14115,Jalisco,Villa Guerrero,32.4880482228,11.8478486801,78.3620868842,9.852421534,23.4878403658,13.6354188318
14116,Jalisco,Villa Hidalgo,32.2371971338,32.730617045,86.0838842695,4.4900384376,6.826138,7.5781259376
14117,Jalisco,Cañadas de Obregón,38.3733624454,13.7827510917,71.7248908297,3.4388646288,10.2074235808,13.1823144105
14118,Jalisco,Yahualica de González Gallo,29.5045146744,13.335571371,76.7182487606,2.522686832,22.8149761596,12.8159220948
14119,Jalisco,Zacoalco de Torres,24.7994205963,15.4567742209,70.4400054488,12.0995345848,25.179496748,16.0122012323
14120,Jalisco,Zapopan,13.6409506027,15.3113138991,45.3808776893,7.5464607968,5.2688019161,13.1836942156
14121,Jalisco,Zapotiltic,23.5243022791,15.166407402,47.0563777557,5.7869795327,9.4998595467,15.2327640085
14122,Jalisco,Zapotitlán de Vadillo,23.8095238095,6.9863239413,75.1688910858,29.9719887955,56.0388861427,29.4611962432
14123,Jalisco,Zapotlán del Rey,31.9890066315,18.1674866621,72.5471997012,8.8056415243,29.9699330325,12.4572781016
14124,Jalisco,Zapotlanejo,31.2448725509,29.7420425231,73.9843341548,5.9313499057,17.1897500725,15.0142309213
14125,Jalisco,San Ignacio Cerro Gordo,37.4353276221,23.7720659266,75.3034198394,4.7378202791,16.3875133003,7.4309732174
15001,México,Acambay,25.0087102131,13.0080357914,87.9721767685,14.4226557957,50.5128815221,32.5388430378
15002,México,Acolman,11.1636406622,20.1549375701,62.6723174504,9.5898685716,18.7887831954,22.7721500419
15003,México,Aculco,24.5254515513,8.8344776598,85.7908077924,11.4713281824,35.6400821423,28.9228668655
15004,México,Almoloya de Alquisiras,26.999383146,6.9835571976,86.6790990179,12.6953488151,46.7461031214,26.1757910684
15005,México,Almoloya de Juárez,21.9383306363,12.3787250826,73.8504601619,12.9321617472,28.8496020189,31.041381614
15006,México,Almoloya del Río,17.0618068869,14.8551776511,78.3742576658,12.816592775,3.7119645821,22.1253920341
15007,México,Amanalco,29.2880145957,5.5473770055,91.3776890376,15.0952723684,40.4908080291,27.8824633798
15008,México,Amatepec,31.9659091622,4.1821398851,85.9700970125,18.3988596435,56.899515742,25.1814876535
