cve_muni,entidad,municipio,ic_rezedu_porcentaje,ic_asalud_porcentaje,ic_segsoc_porcentaje,ic_cv_porcentaje,ic_sbv_porcentaje,ic_ali_porcentaje
20268,Oaxaca,San Miguel Ejutla,28.3267457181,8.5638998682,86.9565217391,22.7931488801,50.3293807642,8.4321475626
20269,Oaxaca,San Miguel el Grande,20.1117318436,15.1955307263,76.9553072626,26.5083798883,81.1731843575,39.217877095
20270,Oaxaca,San Miguel Huautla,31.9128787879,4.3560606061,82.5757575758,37.9734848485,98.2007575758,50.8522727273
20271,Oaxaca,San Miguel Mixtepec,39.8083623693,5.7055749129,90.9843205575,47.3432055749,97.9965156794,34.4076655052
20272,Oaxaca,San Miguel Panixtlahuaca,42.1675937556,18.7870087924,93.3070159699,39.6016508164,93.3787905975,22.9140498834
20273,Oaxaca,San Miguel Peras,32.157394844,8.2428765265,88.6024423338,51.9335142469,98.3717774763,50.5088195387
20274,Oaxaca,San Miguel Piedras,26.5183917879,5.3036783576,85.628742515,39.4354148845,95.0384944397,33.875106929
20275,Oaxaca,San Miguel Quetzaltepec,46.4870497172,15.0937779101,90.681750521,21.0925870795,86.573384936,41.917237273
20276,Oaxaca,San Miguel Santa Flor,58.2352941176,22.7941176471,81.1764705882,25,93.0882352941,42.9411764706
20277,Oaxaca,Villa Sola de Vega,38.3641564475,8.8326394994,90.7186658833,30.8092026118,86.2060406627,16.0636574559
20278,Oaxaca,San Miguel Soyaltepec,30.7025097839,11.8508864176,82.3641711549,17.7209769573,86.7448724271,63.8116910641
20279,Oaxaca,San Miguel Suchixtepec,31.6200657895,21.0526315789,85.5674342105,23.6019736842,79.9342105263,25.5756578947
20280,Oaxaca,Villa Talea de Castro,30.7477937761,12.2619600557,81.5141662796,20.3437064561,61.8671620994,10.9614491407
20281,Oaxaca,San Miguel Tecomatlán,32.7868852459,14.3442622951,72.131147541,18.4426229508,58.606557377,18.4426229508
20282,Oaxaca,San Miguel Tenango,26.6666666667,6.3492063492,88.5714285714,15.0793650794,18.4126984127,56.9841269841
20283,Oaxaca,San Miguel Tequixtepec,29.8685782557,5.495818399,80.8841099164,13.2616487455,60.8124253286,27.7180406213
20284,Oaxaca,San Miguel Tilquiápam,56.0336134454,25.4789915966,76.3697478992,51.0924369748,93.0084033613,21.5798319328
20285,Oaxaca,San Miguel Tlacamama,28.1137626675,18.927754168,85.2239293887,31.6443282118,74.3707093822,47.8914677999
20286,Oaxaca,San Miguel Tlacotepec,45.7200811359,22.3529411765,78.1744421907,28.8438133874,62.5152129817,45.4361054767
20287,Oaxaca,San Miguel Tulancingo,30.3886925795,16.2544169611,69.25795053,15.5477031802,35.6890459364,15.5477031802
20288,Oaxaca,San Miguel Yotao,33.7016574586,6.6298342541,95.211786372,28.5451197053,90.2394106814,14.364640884
20289,Oaxaca,San Nicolás,45.7523029683,7.7789150461,81.5762538383,21.2896622313,84.9539406346,6.2436028659
20290,Oaxaca,San Nicolás Hidalgo,36,9.5135135135,82.4864864865,11.4594594595,66.1621621622,50.1621621622
20291,Oaxaca,San Pablo Coatlán,34.4436033308,11.254100429,89.6290688872,29.295987888,94.3981831945,26.9997476659
20292,Oaxaca,San Pablo Cuatro Venados,21.9444444444,8.5185185185,90.3703703704,30.7407407407,81.2962962963,28.2407407407
20293,Oaxaca,San Pablo Etla,8.7161555774,25.2497009609,56.0250327572,3.3453531656,21.534042675,22.1231352181
20294,Oaxaca,San Pablo Huitzo,17.3021418806,17.5451921616,62.6614005772,11.362600638,42.2755582561,17.3477138083
20295,Oaxaca,San Pablo Huixtepec,24.9068845368,15.331010453,76.4027393969,25.6638231407,35.504024991,11.1137810885
20296,Oaxaca,San Pablo Macuiltianguis,38.4024577573,9.2165898618,73.732718894,25.4992319508,48.0798771121,42.3963133641
20297,Oaxaca,San Pablo Tijaltepec,28.2922289437,10.8887854816,79.6649604467,31.3168915775,99.7673336436,23.3597021871
20298,Oaxaca,San Pablo Villa de Mitla,31.9333444382,21.6045475609,91.0742053882,8.693382343,61.493189957,28.6988127277
20299,Oaxaca,San Pablo Yaganiza,27.6393831554,14.2348754448,87.5444839858,18.3867141163,52.0759193357,6.0498220641
20300,Oaxaca,San Pedro Amuzgos,34.6467391304,13.1017080745,84.9378881988,28.3967391304,85.1708074534,41.2267080745
20301,Oaxaca,San Pedro Apóstol,31.3176895307,11.5523465704,78.880866426,40.9747292419,61.5523465704,27.9783393502
20302,Oaxaca,San Pedro Atoyac,39.5802830649,12.7867252318,92.4353343094,39.8487066862,80.5026842362,58.1015129331
20303,Oaxaca,San Pedro Cajonos,27.9713114754,17.7254098361,79.5081967213,34.631147541,37.8073770492,16.0860655738
20304,Oaxaca,San Pedro Coxcaltepec Cántaros,31.33640553,6.6052227343,78.955453149,49.3087557604,91.0906298003,30.5683563748
20305,Oaxaca,San Pedro Comitancillo,15.6440022112,8.0154781647,50.1105583195,7.8220011056,21.586511885,12.050856827
20306,Oaxaca,San Pedro el Alto,45.0729927007,20.9245742092,93.00486618,38.8686131387,86.1313868613,32.3600973236
20307,Oaxaca,San Pedro Huamelula,27.7807722459,9.1432914884,84.8194693391,12.3099374901,87.1350199004,43.0705772414
20308,Oaxaca,San Pedro Huilotepec,26.2626262626,15.2560083595,58.7600139324,54.8937652386,62.4521072797,40.8916753744
20309,Oaxaca,San Pedro Ixcatlán,34.781659357,12.3078070595,83.6559560771,36.3389681744,77.6770066007,51.5505550566
20310,Oaxaca,San Pedro Ixtlahuaca,24.017411343,20.0614517987,81.0395595954,41.4799641531,65.4461656638,25.272052234
20311,Oaxaca,San Pedro Jaltepetongo,38.2716049383,1.7283950617,71.8518518519,66.9135802469,100,27.1604938272
20312,Oaxaca,San Pedro Jicayán,27.850410619,16.0083067636,89.7904812656,21.7564543489,93.3614044546,62.2106164327
20313,Oaxaca,San Pedro Jocotipac,37.8048780488,5.2845528455,78.0487804878,25.0677506775,95.5284552846,37.8048780488
20314,Oaxaca,San Pedro Juchatengo,33.5560504826,15.2932442465,84.4097995546,19.9703043801,42.7616926503,11.3585746102
20315,Oaxaca,San Pedro Mártir,36.780104712,17.3429319372,85.2094240838,62.3691099476,98.4293193717,19.6989528796
20316,Oaxaca,San Pedro Mártir Quiechapa,27.4744027304,5.4607508532,55.4607508532,33.1058020478,96.9283276451,0.5119453925
20317,Oaxaca,San Pedro Mártir Yucuxaco,23.9726027397,21.0616438356,75.3424657534,21.0616438356,89.6404109589,19.3493150685
20318,Oaxaca,San Pedro Mixtepec -Dto. 22 -,26.2810643081,16.4379365548,82.8576310414,10.5214839366,38.7339293487,29.3107863876
20319,Oaxaca,San Pedro Mixtepec -Dto. 26 -,33.1818181818,13.75,85.6818181818,33.0681818182,75.2272727273,35.6818181818
20320,Oaxaca,San Pedro Molinos,30.0632911392,20.5696202532,72.1518987342,22.9430379747,87.6582278481,27.2151898734
20321,Oaxaca,San Pedro Nopala,30.7573415765,11.4374034003,84.3894899536,25.1931993818,73.570324575,28.5935085008
20322,Oaxaca,San Pedro Ocopetatillo,46.4383561644,7.397260274,84.6575342466,34.9315068493,96.301369863,56.9863013699
20323,Oaxaca,San Pedro Ocotepec,37.471395881,8.295194508,90.7322654462,27.6887871854,94.5652173913,8.409610984
20324,Oaxaca,San Pedro Pochutla,30.0796745632,12.5330085213,88.9098261336,18.400358658,69.5989618721,32.2292118584
20325,Oaxaca,San Pedro Quiatoni,45.8249762483,8.223371688,86.3190119286,36.704317534,89.1692177768,31.2044758788
20326,Oaxaca,San Pedro Sochiápam,38.0083857442,15.0943396226,91.3626834382,35.3039832285,98.0922431866,58.1132075472
20327,Oaxaca,San Pedro Tapanatepec,39.0100867766,12.6525475579,86.2673280889,13.1381182832,74.6973683186,50.4586017596
20328,Oaxaca,San Pedro Taviche,42.0551855376,5.0428163654,94.1008563273,48.715509039,99.524262607,44.9096098953
20329,Oaxaca,San Pedro Teozacoalco,32.0942883046,15.0498640073,82.4116047144,42.6110607434,89.1205802357,40.797824116
20330,Oaxaca,San Pedro Teutila,38.7145748988,7.8694331984,88.8663967611,26.6194331984,98.0010121457,52.3026315789
20331,Oaxaca,San Pedro Tidaá,39.9487836108,8.5787451985,75.0320102433,14.7247119078,85.4033290653,35.3393085787
20332,Oaxaca,San Pedro Topiltepec,31.2312312312,8.4084084084,69.0690690691,21.021021021,72.6726726727,14.4144144144
20333,Oaxaca,San Pedro Totolápam,29.8798798799,19.2692692693,78.1781781782,21.2712712713,43.2932932933,10.6106106106
20334,Oaxaca,Villa de Tututepec de Melchor Ocampo,37.28010353,12.0786762545,92.5129214896,15.318535317,75.6690754807,51.2482092748
20335,Oaxaca,San Pedro Yaneri,36.6857142857,1.1428571429,57.6,28.5714285714,99.0857142857,20.6857142857
20336,Oaxaca,San Pedro Yólox,39.6020539153,5.3915275995,88.0616174583,25.8023106547,73.4274711168,15.7252888318
20337,Oaxaca,San Pedro y San Pablo Ayutla,44.3956043956,31.5018315018,84.8107448107,40.4884004884,67.0085470085,34.4322344322
20338,Oaxaca,Villa de Etla,12.9427630614,23.8952803031,71.8160968405,5.1760211404,60.0358826537,24.7303377193
20339,Oaxaca,San Pedro y San Pablo Teposcolula,18.3954154728,13.6103151862,69.9426934097,18.7679083095,48.3954154728,21.0315186246
20340,Oaxaca,San Pedro y San Pablo Tequixtepec,33.4013605442,18.7074829932,54.2857142857,19.5238095238,67.0068027211,29.2517006803
20341,Oaxaca,San Pedro Yucunama,22.6244343891,12.6696832579,85.520361991,16.2895927602,48.4162895928,24.4343891403
20342,Oaxaca,San Raymundo Jalpan,11.782376502,12.0160213618,54.7062750334,15.220293725,31.7757009346,12.8170894526
20343,Oaxaca,San Sebastián Abasolo,23.0950974601,12.5221500295,78.32250443,21.3821618429,79.5629060839,19.1376255168
20344,Oaxaca,San Sebastián Coatlán,37.0227370227,9.3093093093,89.5323895324,22.3509223509,88.5456885457,16.1304161304
20345,Oaxaca,San Sebastián Ixcapa,28.5343335257,15.781881131,82.3139065205,30.986728217,74.6682054241,35.487593768000004
20346,Oaxaca,San Sebastián Nicananduta,32.6404926867,23.5565819861,84.8344880677,20.7082371055,73.7490377213,70.9006928406
20347,Oaxaca,San Sebastián Río Hondo,28.61328125,10.3841145833,91.2760416667,33.3658854167,98.1119791667,6.73828125
20348,Oaxaca,San Sebastián Tecomaxtlahuaca,42.3438363737,26.3266998342,78.3167495854,30.5140961857,70.1768933112,37.7418463239
20349,Oaxaca,San Sebastián Teitipac,34.7672362994,29.5226870949,80.6717737183,16.9711255156,86.8002357101,18.1496758986
20350,Oaxaca,San Sebastián Tutla,5.1414677084,17.5181432616,46.8685010849,2.1792637771,2.7587724724,16.5707045819
20351,Oaxaca,San Simón Almolongas,45.1743714517,14.1930251419,84.8742903487,14.0713706407,80.9407948094,12.4493106245
20352,Oaxaca,San Simón Zahuatlán,55.4923569143,23.0714539637,64.4152150729,74.0846071809,97.1560611447,65.3039459652
20353,Oaxaca,Santa Ana,36.8221258134,15.726681128,90.726681128,19.7396963124,83.8937093275,6.7787418655
20354,Oaxaca,Santa Ana Ateixtlahuaca,51.0775862069,10.775862069,73.275862069,47.1982758621,90.3017241379,19.3965517241
20355,Oaxaca,Santa Ana Cuauhtémoc,45.5319148936,15.6028368794,81.5602836879,30.780141844,92.0567375887,32.9078014184
20356,Oaxaca,Santa Ana del Valle,39.7136797455,32.9268292683,81.4952279958,11.0286320255,62.8313891835,11.1346765642
20357,Oaxaca,Santa Ana Tavela,35.7954545455,8.9488636364,73.0113636364,24.5738636364,84.8011363636,46.4488636364
20358,Oaxaca,Santa Ana Tlapacoyan,39.9105645612,16.2660704304,78.2001117943,21.1291224148,83.3985466741,30.6316377865
20359,Oaxaca,Santa Ana Yareni,34.5367027677,30.0842358604,79.1817087846,39.7111913357,97.4729241877,10.5896510229
20360,Oaxaca,Santa Ana Zegache,29.8810559907,21.0037713954,77.4296489701,43.5741224253,88.7148244851,32.1148825065
20361,Oaxaca,Santa Catalina Quierí,40.1985111663,13.523573201,88.4615384615,19.9751861042,99.5037220844,37.3449131514
20362,Oaxaca,Santa Catarina Cuixtla,35.2303523035,22.1318879855,76.1517615176,24.4805781391,61.4272809395,26.0162601626
20363,Oaxaca,Santa Catarina Ixtepeji,24.8241621845,11.9983450559,81.0095159288,22.8382292098,70.0868845676,6.454282168
20364,Oaxaca,Santa Catarina Juquila,33.8830106842,11.215148482,93.481296062,15.4053487041,59.0862904665,24.2509814667
20365,Oaxaca,Santa Catarina Lachatao,14.8524923703,11.495422177,78.1281790437,26.6531027467,62.0549338759,9.8677517803
20366,Oaxaca,Santa Catarina Loxicha,38.5839558298,13.2510555375,91.8155245209,43.1308866515,85.1575186749,12.2442351413
20367,Oaxaca,Santa Catarina Mechoacán,41.4549078226,17.3642252118,78.3756851021,37.4937717987,93.4728450424,52.466367713
20368,Oaxaca,Santa Catarina Minas,33.3534743202,19.5166163142,85.4380664653,20.6042296073,78.0664652568,22.6586102719
20369,Oaxaca,Santa Catarina Quiané,26.5844083006,10.9927089176,74.0325294448,19.4054963545,40.5496354459,20.6393718452
20370,Oaxaca,Santa Catarina Tayata,17.8571428571,3.1055900621,5.900621118,18.6335403727,82.7639751553,30.1242236025
20371,Oaxaca,Santa Catarina Ticuá,30.9771309771,15.6964656965,73.4927234927,20.893970894,83.0561330561,42.5155925156
20372,Oaxaca,Santa Catarina Yosonotú,41.0978184377,13.7931034483,69.8099929627,24.2083040113,95.2850105559,57.2836030964
20373,Oaxaca,Santa Catarina Zapoquila,32.4909747292,10.1083032491,77.9783393502,25.6317689531,91.6967509025,22.7436823105
20374,Oaxaca,Santa Cruz Acatepec,38.9208633094,8.345323741,87.6978417266,60.2877697842,91.726618705,34.6762589928
20375,Oaxaca,Santa Cruz Amilpas,12.1455076273,15.762480255,68.4422664157,8.7976495509,18.9700363377,23.258596407
20376,Oaxaca,Santa Cruz de Bravo,39.6875,1.25,72.8125,19.6875,70.3125,10.9375
20377,Oaxaca,Santa Cruz Itundujia,27.349523469,9.2306539838,91.1713094292,19.2422613823,98.4821469745,42.8245640652
20378,Oaxaca,Santa Cruz Mixtepec,28.1739686601,12.8557723057,86.0569235689,31.084106172,81.4518708027,45.4748960665
20379,Oaxaca,Santa Cruz Nundaco,27.0960777258,10.4354084203,55.9913637999,46.9593378913,92.6592299388,35.516372796
20380,Oaxaca,Santa Cruz Papalutla,29.6336796063,15.8009841443,83.6522689995,35.7025697102,78.3488244943,20.0109349371
20381,Oaxaca,Santa Cruz Tacache de Mina,34.9102773246,10.3588907015,80.220228385,11.6639477977,57.6672104405,39.8042414356
20382,Oaxaca,Santa Cruz Tacahua,27.3006134969,6.8507157464,59.3047034765,29.345603272,97.9550102249,17.2801635992
20383,Oaxaca,Santa Cruz Tayata,26.750448833,22.2621184919,80.6104129264,52.4236983842,93.1777378815,35.368043088
20384,Oaxaca,Santa Cruz Xitla,49.9491869919,25.1778455285,55.7672764228,45.2489837398,88.7703252033,54.0650406504
20385,Oaxaca,Santa Cruz Xoxocotlán,14.065375186,20.8549596651,69.2555033119,8.6897421069,45.5766146095,24.5435996971
20386,Oaxaca,Santa Cruz Zenzontepec,41.7271407837,2.9027576197,83.5449927431,62.209724238,96.1659409773,24.2198838897
20387,Oaxaca,Santa Gertrudis,32.7329678935,13.5082223962,79.4831636648,26.6249021143,55.3249804229,33.6726703211
20388,Oaxaca,Santa Inés del Monte,37.5360923965,13.666987488,93.792107796,34.8893166506,99.8075072185,15.2069297401
20389,Oaxaca,Santa Inés Yatzeche,56.1425061425,39.312039312,85.5036855037,49.0171990172,92.9975429975,47.9115479115
20390,Oaxaca,Santa Lucía del Camino,9.2981838643,26.5247962362,60.1462051105,4.8553597674,11.0280362576,19.248940641
20391,Oaxaca,Santa Lucía Miahuatlán,50.1490559788,4.8029148725,35.1440874462,61.7754223253,88.7711162637,51.6727393177
20392,Oaxaca,Santa Lucía Monteverde,35.813559322,5.813559322,87.2203389831,45.5593220339,98.5762711864,59.2881355932
20393,Oaxaca,Santa Lucía Ocotlán,48.3099012863,7.6278791505,89.9790607239,34.9985043374,95.2737062519,16.5420281185
20394,Oaxaca,Santa María Alotepec,29.7694753577,16.73290938,83.8632750397,25.1192368839,65.4610492846,19.8728139905
20395,Oaxaca,Santa María Apazco,44.9877750611,7.2738386308,75.3667481663,43.4596577017,98.7775061125,32.2127139364
20396,Oaxaca,Santa María la Asunción,54.8051075269,17.0362903226,87.7688172043,41.5322580645,62.9704301075,59.4086021505
20397,Oaxaca,Heroica Ciudad de Tlaxiaco,15.4192881762,27.5688954152,65.2212728829,10.3476758076,64.7586197227,25.8033009991
20398,Oaxaca,Ayoquezco de Aldama,42.7124505929,15.5138339921,82.6828063241,29.3231225296,70.9980237154,28.1867588933
20399,Oaxaca,Santa María Atzompa,13.8586952324,23.1852812601,69.6029462222,8.4478729476,37.6470618395,29.4359608968
20400,Oaxaca,Santa María Camotlán,33.2357247438,12.298682284,76.9399707174,19.1068814056,54.2459736457,44.1434846266
20401,Oaxaca,Santa María Colotepec,27.4962494205,14.7084518759,86.6959893006,12.8166908333,60.9042772322,27.9764028275
20402,Oaxaca,Santa María Cortijo,28.9989680083,9.5975232198,85.9649122807,33.2301341589,68.524251806,50.0515995872
20403,Oaxaca,Santa María Coyotepec,16.9207883972,15.1729267386,65.0055782819,21.9040535515,28.4492376348,29.8624023801
20404,Oaxaca,Santa María Chachoápam,23.0989956958,24.6771879484,78.4791965567,10.7604017217,61.6929698709,19.0817790531
20405,Oaxaca,Villa de Chilapa de Díaz,36.8734491315,13.4987593052,79.7518610422,21.8858560794,56.9727047146,33.846153846199996
20406,Oaxaca,Santa María Chilchotla,46.0259768026,17.6920198835,87.733176546,61.4036025442,98.9737559463,26.8159709231
20407,Oaxaca,Santa María Chimalapa,0,0,0,0,0,0
20408,Oaxaca,Santa María del Rosario,25.6959314775,1.9271948608,42.8265524625,14.7751605996,83.0835117773,19.2719486081
20409,Oaxaca,Santa María del Tule,10.6022831649,21.9393780344,47.3035034772,11.7832305472,12.5180422517,8.004198924
20410,Oaxaca,Santa María Ecatepec,23.6276849642,13.1946812138,81.6229116945,19.8772587794,49.7442891238,24.6505284691
20411,Oaxaca,Santa María Guelacé,23.2309746328,28.0373831776,78.3711615487,13.217623498,55.2736982644,20.1602136182
20412,Oaxaca,Santa María Guienagati,39.1087344029,12.2994652406,89.6613190731,39.4295900178,94.4028520499,49.6613190731
20413,Oaxaca,Santa María Huatulco,25.5119696834,12.733147963,73.7742008486,13.3079344954,35.0589340951,29.1027073769
20414,Oaxaca,Santa María Huazolotitlán,33.5475578406,12.6754993079,83.9924856634,23.0472612221,70.5754399842,43.5238283567
20415,Oaxaca,Santa María Ipalapa,37.3983739837,13.030103274,88.8815644913,22.6543616788,88.9474840694,37.8158646451
20416,Oaxaca,Santa María Ixcatlán,34.9344978166,15.2838427948,40.1746724891,31.6593886463,83.6244541485,18.9956331878
20417,Oaxaca,Santa María Jacatepec,31.8609022556,10.5968045113,83.7053571429,19.9365601504,69.960056391,49.2716165414
20418,Oaxaca,Santa María Jalapa del Marqués,21.5220759307,17.1779359123,71.2222283215,11.2653728226,48.1854791656,30.8956358611
20419,Oaxaca,Santa María Jaltianguis,21.9339622642,7.5471698113,79.0094339623,15.0943396226,60.3773584906,15.3301886792
20420,Oaxaca,Santa María Lachixío,32.2481572482,7.0638820639,94.5945945946,37.714987715,87.7764127764,15.9705159705
20421,Oaxaca,Santa María Mixtequilla,22.1297429621,10.9914320685,63.3782129743,21.370869033,31.211750306,27.7111383109
20422,Oaxaca,Santa María Nativitas,27.7467411546,12.6629422719,73.5567970205,20.8566108007,72.4394785847,33.5195530726
20423,Oaxaca,Santa María Nduayaco,39.8617511521,14.7465437788,69.8156682028,27.8801843318,72.1198156682,31.797235023
20424,Oaxaca,Santa María Ozolotepec,38.5040745052,12.2526193248,91.8218859139,46.7403958091,92.6367869616,13.5622817229
20425,Oaxaca,Santa María Pápalo,38.2527147088,5.9723593287,90.3751233959,30.8489634748,98.6179664363,55.8736426456
20426,Oaxaca,Santa María Peñoles,32.22208604,11.2636352494,90.0723127834,55.4112023532,99.5342566491,27.7484985905
20427,Oaxaca,Santa María Petapa,0,0,0,0,0,0
20428,Oaxaca,Santa María Quiegolani,31.8314803979,7.3727325922,91.5740198947,39.2042129901,67.9344645992,47.6301930954
20429,Oaxaca,Santa María Sola,42.3449612403,7.2674418605,83.8178294574,51.0658914729,93.992248062,41.5697674419
20430,Oaxaca,Santa María Tataltepec,34.1692789969,14.1065830721,67.3981191223,36.6771159875,97.8056426332,42.6332288401
20431,Oaxaca,Santa María Tecomavaca,23.2903225806,4.7741935484,84.2580645161,30.1290322581,86.6451612903,41.0967741935
20432,Oaxaca,Santa María Temaxcalapa,32.2738386308,51.8337408313,85.5745721271,7.3349633252,44.3765281174,19.5599022005
20433,Oaxaca,Santa María Temaxcaltepec,51.0606808091,7.3507646769,94.8199309324,50.7153428712,90.527873705,27.8737049827
20434,Oaxaca,Santa María Teopoxco,43.2581177766,7.8150798019,90.3687396808,28.5635663181,49.559713814,28.0957622455
20435,Oaxaca,Santa María Tepantlali,46.997471555,12.5158027813,82.1744627054,32.1744627054,80.9734513274,30.5625790139
20436,Oaxaca,Santa María Texcatitlán,38.2075471698,6.8396226415,84.3160377358,27.9481132075,100,53.0660377358
20437,Oaxaca,Santa María Tlahuitoltepec,34.1350601295,12.8716796617,85.0006607638,34.0821990221,86.5468481565,16.9155543809
20438,Oaxaca,Santa María Tlalixtac,45.9718670077,10.358056266,90.0255754476,35.2301790281,67.0076726343,39.8337595908
20439,Oaxaca,Santa María Tonameca,37.9102591491,9.5838370447,94.2831894539,21.143507772,86.9152524884,47.0211938941
20440,Oaxaca,Santa María Totolapilla,36,9.1612903226,77.0322580645,7.4838709677,26.064516129,45.2903225806
20441,Oaxaca,Santa María Xadani,40.9448818898,11.811023622,86.9824739649,34.2138684277,59.652019304,43.459486919
20442,Oaxaca,Santa María Yalina,32.0833333333,12.5,79.5833333333,20.8333333333,60,9.1666666667
20443,Oaxaca,Santa María Yavesía,13.7019230769,6.0096153846,79.8076923077,22.5961538462,84.1346153846,22.5961538462
20444,Oaxaca,Santa María Yolotepec,21.1594202899,19.4202898551,44.6376811594,15.3623188406,97.3913043478,17.1014492754
20445,Oaxaca,Santa María Yosoyúa,25.1768033946,4.3847241867,74.2574257426,36.1386138614,100,47.9490806223
20446,Oaxaca,Santa María Yucuhiti,28.1486700722,13.0174387881,78.3512418531,50.1497269685,95.5962656333,85.2739122776
20447,Oaxaca,Santa María Zacatepec,35.6210775621,12.7001636935,90.7557269841,14.6780318873,84.6296779636,40.0051288749
20448,Oaxaca,Santa María Zaniza,36.1723446894,5.1603206413,95.8917835671,61.5731462926,90.5811623246,45.0400801603
20449,Oaxaca,Santa María Zoquitlán,43.2688172043,21.7204301075,86.2365591398,31.311827957,76.2580645161,2.5376344086
20450,Oaxaca,Santiago Amoltepec,40.9209610028,7.0682451253,93.0188022284,70.9610027855,99.9042479109,44.8293871866
20451,Oaxaca,Santiago Apoala,44.3828016644,5.1317614424,76.2829403606,37.4479889043,83.6338418863,20.3883495146
20452,Oaxaca,Santiago Apóstol,51.6772700983,34.008097166,86.032388664,64.8640832851,79.6992481203,25.9109311741
20453,Oaxaca,Santiago Astata,22.9065533981,10.588592233,76.2439320388,32.1601941748,65.8980582524,37.5910194175
20454,Oaxaca,Santiago Atitlán,38.0051909529,9.7886540601,90.3225806452,39.9332591769,83.0923248053,16.7593622544
20455,Oaxaca,Santiago Ayuquililla,36.9755244755,23.1643356643,85.270979021,38.4615384615,86.4073426573,31.1625874126
20456,Oaxaca,Santiago Cacaloxtepec,37.9338842975,22.9752066116,79.2561983471,13.3884297521,58.5123966942,29.173553719
20457,Oaxaca,Santiago Camotlán,42.0643336868,20.3958996112,92.541534111,35.1360904913,68.363379286,57.4407917992
20458,Oaxaca,Santiago Comaltepec,29.4520547945,8.904109589,80.1369863014,12.7853881279,55.4794520548,27.0547945205
20459,Oaxaca,Santiago Chazumba,26.531213192,14.988221437,65.0471142521,10.5123674912,59.2167255595,26.91401649
20460,Oaxaca,Santiago Choápam,43.8912042114,15.4858521606,89.7345909191,31.3884623821,92.4544856328,61.7021276596
20461,Oaxaca,Santiago del Río,52.8169014085,42.2535211268,69.2488262911,36.6197183099,80.0469483568,35.9154929577
20462,Oaxaca,Santiago Huajolotitlán,27.0072992701,17.9674340258,75.9404828748,15.356541269,52.4424480629,27.9618192027
20463,Oaxaca,Santiago Huauclilla,34.7826086957,20.8695652174,68.9130434783,38.4782608696,84.7826086957,9.7826086957
20464,Oaxaca,Santiago Ihuitlán Plumas,43.4944237918,19.3308550186,72.8624535316,15.9851301115,65.4275092937,28.624535316
20465,Oaxaca,Santiago Ixcuintepec,38.8690050107,10.8804581246,92.55547602,37.7236936292,89.6206156049,15.318539728
20466,Oaxaca,Santiago Ixtayutla,48.3710165569,6.6405554566,78.6807904575,62.551183906,95.8429766779,78.7609043974
20467,Oaxaca,Santiago Jamiltepec,30.2459828935,22.4763479192,69.2988353816,12.2879018065,77.5057502608,45.99018236
20468,Oaxaca,Santiago Jocotepec,41.2871904381,14.2173483074,93.8622594279,14.3317018704,95.2846407293,65.1626509255
20469,Oaxaca,Santiago Juxtlahuaca,30.3768653172,23.8636356794,84.9268012748,22.7638845643,54.390430646,40.7275254145
20470,Oaxaca,Santiago Lachiguiri,39.5015283329,16.4589701387,85.375029391,31.4601457794,84.7166705855,31.6952739243
20471,Oaxaca,Santiago Lalopa,29.5348837209,8.8372093023,89.0697674419,32.5581395349,32.5581395349,31.3953488372
20472,Oaxaca,Santiago Laollaga,25.0798155374,10.0744945016,56.757715502,20.681092586,53.3522525718,23.2706633558
20473,Oaxaca,Santiago Laxopa,24.6329526917,8.7275693312,86.0522022838,29.8531810767,63.2137030995,10.6851549755
20474,Oaxaca,Santiago Llano Grande,28.705373242,12.3692751533,78.5791561486,25.4597908402,52.8669311215,49.4410385864
20475,Oaxaca,Santiago Matatlán,36.370830978,18.7224420577,85.8224985868,24.2283776145,54.4149236857,8.2871678915
20476,Oaxaca,Santiago Miltepec,28.6486486486,24.8648648649,64.3243243243,19.1891891892,70.8108108108,33.5135135135
20477,Oaxaca,Santiago Minas,53.7078651685,8.1647940075,89.5880149813,17.9026217228,85.393258427,13.6329588015
20478,Oaxaca,Santiago Nacaltepec,37.7483443709,11.2582781457,73.5099337748,16.3154726069,93.4978928356,19.9277543648
20479,Oaxaca,Santiago Nejapilla,40.7407407407,2.6455026455,68.253968254,9.5238095238,97.8835978836,15.873015873
20480,Oaxaca,Santiago Nundiche,36.4083640836,2.8290282903,69.2496924969,18.5731857319,95.6949569496,45.5104551046
20481,Oaxaca,Santiago Nuyoó,23.0627306273,34.1943419434,79.2742927429,61.6236162362,95.0799507995,85.6703567036
20482,Oaxaca,Santiago Pinotepa Nacional,28.4254594907,19.8305063124,84.6144646812,15.1548779427,66.7363919017,53.7802631281
20483,Oaxaca,Santiago Suchilquitongo,16.987769749,15.9304496922,82.0834103278,8.1658144005,78.210304188,23.3216749565
20484,Oaxaca,Santiago Tamazola,35.8817533129,4.7400611621,85.9072375127,21.6360856269,79.5361875637,44.1896024465
20485,Oaxaca,Santiago Tapextla,38.6075949367,12.2114668652,90.5435591958,37.8257632167,92.0327624721,45.234549516
20486,Oaxaca,Villa Tejúpam de la Unión,23.9191729323,17.4812030075,80.1691729323,24.5770676692,67.3402255639,31.25
20487,Oaxaca,Santiago Tenango,17.2984516818,14.7357180993,84.9439402029,29.1510945008,87.1329418046,15.6433529098
20488,Oaxaca,Santiago Tepetlapa,38.8349514563,8.7378640777,66.9902912621,7.7669902913,41.7475728155,22.3300970874
